T33,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
156,China,2010,Tourism expenditure (millions of US dollars),,,"45,814","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
156,China,2018,Tourism expenditure (millions of US dollars),,,"40,386","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
156,China,2019,Tourism expenditure (millions of US dollars),,,"35,832","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
156,China,2020,Tourism expenditure (millions of US dollars),,,"14,233","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
344,"China, Hong Kong SAR",2005,Tourist/visitor arrivals (thousands),TF,,"14,773",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
344,"China, Hong Kong SAR",2010,Tourist/visitor arrivals (thousands),TF,,"20,085",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
344,"China, Hong Kong SAR",2018,Tourist/visitor arrivals (thousands),TF,,"29,263",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
344,"China, Hong Kong SAR",2019,Tourist/visitor arrivals (thousands),TF,,"23,752",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
344,"China, Hong Kong SAR",2020,Tourist/visitor arrivals (thousands),TF,,"1,359",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
344,"China, Hong Kong SAR",2005,Tourism expenditure (millions of US dollars),,,"13,588",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
344,"China, Hong Kong SAR",2010,Tourism expenditure (millions of US dollars),,,"27,208",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
344,"China, Hong Kong SAR",2018,Tourism expenditure (millions of US dollars),,,"42,313",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
344,"China, Hong Kong SAR",2019,Tourism expenditure (millions of US dollars),,,"32,697",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
446,"China, Macao SAR",1995,Tourist/visitor arrivals (thousands),TF,,"4,202",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
446,"China, Macao SAR",2005,Tourist/visitor arrivals (thousands),TF,,"9,014",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
446,"China, Macao SAR",2010,Tourist/visitor arrivals (thousands),TF,,"11,926","Does not include other non-residents namely workers, students, etc.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
446,"China, Macao SAR",2018,Tourist/visitor arrivals (thousands),TF,,"18,493","Does not include other non-residents namely workers, students, etc.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
446,"China, Macao SAR",2019,Tourist/visitor arrivals (thousands),TF,,"18,633","Does not include other non-residents namely workers, students, etc.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
446,"China, Macao SAR",2020,Tourist/visitor arrivals (thousands),TF,,"2,822","Does not include other non-residents namely workers, students, etc.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
446,"China, Macao SAR",1995,Tourism expenditure (millions of US dollars),,,"3,233",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
446,"China, Macao SAR",2005,Tourism expenditure (millions of US dollars),,,"7,181",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
446,"China, Macao SAR",2010,Tourism expenditure (millions of US dollars),,,"22,688",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
446,"China, Macao SAR",2018,Tourism expenditure (millions of US dollars),,,"41,478",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
446,"China, Macao SAR",2019,Tourism expenditure (millions of US dollars),,,"41,166",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
446,"China, Macao SAR",2020,Tourism expenditure (millions of US dollars),,,"9,442",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
170,Colombia,1995,Tourist/visitor arrivals (thousands),TF,,"1,399",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
170,Colombia,2005,Tourist/visitor arrivals (thousands),TF,,933,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
170,Colombia,2010,Tourist/visitor arrivals (thousands),TF,,"1,405",Arrivals of non-resident travellers by immigration checkpoints.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
170,Colombia,2018,Tourist/visitor arrivals (thousands),TF,,"4,019",Including nationals residing abroad.;Arrivals of non-resident travellers by immigration checkpoints.;The nationals residing abroad are calculated with the country of residence reported at the exit.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
170,Colombia,2019,Tourist/visitor arrivals (thousands),TF,,"4,169",Including nationals residing abroad.;Arrivals of non-resident travellers by immigration checkpoints.;The nationals residing abroad are calculated with the country of residence reported at the exit.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
170,Colombia,2020,Tourist/visitor arrivals (thousands),TF,,"1,262",Including nationals residing abroad.;Arrivals of non-resident travellers by immigration checkpoints.;The nationals residing abroad are calculated with the country of residence reported at the exit.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
170,Colombia,1995,Tourism expenditure (millions of US dollars),,,887,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
170,Colombia,2005,Tourism expenditure (millions of US dollars),,,"1,891",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
170,Colombia,2010,Tourism expenditure (millions of US dollars),,,"3,473",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
170,Colombia,2018,Tourism expenditure (millions of US dollars),,,"6,655",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
170,Colombia,2019,Tourism expenditure (millions of US dollars),,,"6,784",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
170,Colombia,2020,Tourism expenditure (millions of US dollars),,,"1,959",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
174,Comoros,1995,Tourist/visitor arrivals (thousands),TF,,23,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
174,Comoros,2005,Tourist/visitor arrivals (thousands),TF,,26,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
174,Comoros,2010,Tourist/visitor arrivals (thousands),TF,,15,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
174,Comoros,2018,Tourist/visitor arrivals (thousands),TF,,36,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
174,Comoros,2019,Tourist/visitor arrivals (thousands),TF,,45,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
174,Comoros,2020,Tourist/visitor arrivals (thousands),TF,,7,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
174,Comoros,1995,Tourism expenditure (millions of US dollars),,,22,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
174,Comoros,2005,Tourism expenditure (millions of US dollars),,,24,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
174,Comoros,2010,Tourism expenditure (millions of US dollars),,,35,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
174,Comoros,2018,Tourism expenditure (millions of US dollars),,,74,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
174,Comoros,2019,Tourism expenditure (millions of US dollars),,,73,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
174,Comoros,2020,Tourism expenditure (millions of US dollars),,,19,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
178,Congo,1995,Tourist/visitor arrivals (thousands),TF,,37,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
178,Congo,2005,Tourist/visitor arrivals (thousands),TF,,35,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
178,Congo,2010,Tourist/visitor arrivals (thousands),TF,,194,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
178,Congo,2018,Tourist/visitor arrivals (thousands),TF,,156,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
178,Congo,1995,Tourism expenditure (millions of US dollars),,,15,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
178,Congo,2010,Tourism expenditure (millions of US dollars),,,39,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
184,Cook Islands,1995,Tourist/visitor arrivals (thousands),TF,,48,Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
184,Cook Islands,2005,Tourist/visitor arrivals (thousands),TF,,88,Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
184,Cook Islands,2010,Tourist/visitor arrivals (thousands),TF,,104,Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
184,Cook Islands,2018,Tourist/visitor arrivals (thousands),TF,,169,Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
184,Cook Islands,2019,Tourist/visitor arrivals (thousands),TF,,172,Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
184,Cook Islands,2020,Tourist/visitor arrivals (thousands),TF,,25,Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
184,Cook Islands,1995,Tourism expenditure (millions of US dollars),,,28,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
184,Cook Islands,2005,Tourism expenditure (millions of US dollars),,,91,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
184,Cook Islands,2010,Tourism expenditure (millions of US dollars),,,111,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
184,Cook Islands,2018,Tourism expenditure (millions of US dollars),,,234,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
184,Cook Islands,2019,Tourism expenditure (millions of US dollars),,,228,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
188,Costa Rica,1995,Tourist/visitor arrivals (thousands),TF,,785,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
188,Costa Rica,2005,Tourist/visitor arrivals (thousands),TF,,"1,679",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
188,Costa Rica,2010,Tourist/visitor arrivals (thousands),TF,,"2,100",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
188,Costa Rica,2018,Tourist/visitor arrivals (thousands),TF,,"3,017",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
188,Costa Rica,2019,Tourist/visitor arrivals (thousands),TF,,"3,139",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
188,Costa Rica,2020,Tourist/visitor arrivals (thousands),TF,,"1,012",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
188,Costa Rica,1995,Tourism expenditure (millions of US dollars),,,763,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
188,Costa Rica,2005,Tourism expenditure (millions of US dollars),,,"2,008",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
188,Costa Rica,2010,Tourism expenditure (millions of US dollars),,,"2,426",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
188,Costa Rica,2018,Tourism expenditure (millions of US dollars),,,"4,073",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
188,Costa Rica,2019,Tourism expenditure (millions of US dollars),,,"4,282",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
188,Costa Rica,2020,Tourism expenditure (millions of US dollars),,,"1,479",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
384,Côte d’Ivoire,1995,Tourist/visitor arrivals (thousands),VF,,188,Arrivals to Félix Houphouët Boigny Airport only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
384,Côte d’Ivoire,2010,Tourist/visitor arrivals (thousands),VF,,252,Arrivals to Félix Houphouët Boigny Airport only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
384,Côte d’Ivoire,2018,Tourist/visitor arrivals (thousands),VF,,"1,965",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
384,Côte d’Ivoire,2019,Tourist/visitor arrivals (thousands),VF,,"2,070",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
384,Côte d’Ivoire,2020,Tourist/visitor arrivals (thousands),VF,,668,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
384,Côte d’Ivoire,1995,Tourism expenditure (millions of US dollars),,,103,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
384,Côte d’Ivoire,2005,Tourism expenditure (millions of US dollars),,,93,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
384,Côte d’Ivoire,2010,Tourism expenditure (millions of US dollars),,,213,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
384,Côte d’Ivoire,2018,Tourism expenditure (millions of US dollars),,,551,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
384,Côte d’Ivoire,2019,Tourism expenditure (millions of US dollars),,,551,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
384,Côte d’Ivoire,2020,Tourism expenditure (millions of US dollars),,,199,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
191,Croatia,1995,Tourist/visitor arrivals (thousands),TCE,,"1,485",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
191,Croatia,2005,Tourist/visitor arrivals (thousands),TCE,,"7,743",Data revision.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
191,Croatia,2010,Tourist/visitor arrivals (thousands),TCE,,"9,111",Excluding arrivals in ports of nautical tourism.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
191,Croatia,2018,Tourist/visitor arrivals (thousands),TCE,,"16,645",Excluding arrivals in ports of nautical tourism.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
191,Croatia,2019,Tourist/visitor arrivals (thousands),TCE,,"17,353",Excluding arrivals in ports of nautical tourism.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
191,Croatia,2020,Tourist/visitor arrivals (thousands),TCE,,"5,545",Excluding arrivals in ports of nautical tourism.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
191,Croatia,2005,Tourism expenditure (millions of US dollars),,,"7,625",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
191,Croatia,2010,Tourism expenditure (millions of US dollars),,,"8,299",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
191,Croatia,2018,Tourism expenditure (millions of US dollars),,,"11,348",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
191,Croatia,2019,Tourism expenditure (millions of US dollars),,,"11,974",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
191,Croatia,2020,Tourism expenditure (millions of US dollars),,,"5,632",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
192,Cuba,1995,Tourist/visitor arrivals (thousands),TF,,742,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
192,Cuba,2005,Tourist/visitor arrivals (thousands),TF,,"2,261",Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
192,Cuba,2010,Tourist/visitor arrivals (thousands),TF,,"2,507",Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
192,Cuba,2018,Tourist/visitor arrivals (thousands),TF,,"4,684",Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
192,Cuba,2019,Tourist/visitor arrivals (thousands),TF,,"4,263",Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
192,Cuba,2020,Tourist/visitor arrivals (thousands),TF,,"1,085",Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
192,Cuba,1995,Tourism expenditure (millions of US dollars),,,"1,100",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
192,Cuba,2005,Tourism expenditure (millions of US dollars),,,"2,591",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
192,Cuba,2010,Tourism expenditure (millions of US dollars),,,"2,396",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
192,Cuba,2018,Tourism expenditure (millions of US dollars),,,"2,783",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
192,Cuba,2019,Tourism expenditure (millions of US dollars),,,"2,645",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
192,Cuba,2020,Tourism expenditure (millions of US dollars),,,"1,152",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
531,Curaçao,1995,Tourist/visitor arrivals (thousands),TF,,224,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
531,Curaçao,2005,Tourist/visitor arrivals (thousands),TF,,222,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
531,Curaçao,2010,Tourist/visitor arrivals (thousands),TF,,342,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
531,Curaçao,2018,Tourist/visitor arrivals (thousands),TF,,432,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
531,Curaçao,2019,Tourist/visitor arrivals (thousands),TF,,464,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
531,Curaçao,2020,Tourist/visitor arrivals (thousands),TF,,175,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
531,Curaçao,1995,Tourism expenditure (millions of US dollars),,,175,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
531,Curaçao,2005,Tourism expenditure (millions of US dollars),,,244,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
531,Curaçao,2010,Tourism expenditure (millions of US dollars),,,438,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
531,Curaçao,2018,Tourism expenditure (millions of US dollars),,,604,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
531,Curaçao,2019,Tourism expenditure (millions of US dollars),,,706,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
531,Curaçao,2020,Tourism expenditure (millions of US dollars),,,282,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
196,Cyprus,1995,Tourist/visitor arrivals (thousands),TF,,"2,100",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
196,Cyprus,2005,Tourist/visitor arrivals (thousands),TF,,"2,470",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
196,Cyprus,2010,Tourist/visitor arrivals (thousands),TF,,"2,173",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
196,Cyprus,2018,Tourist/visitor arrivals (thousands),TF,,"3,939",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
196,Cyprus,2019,Tourist/visitor arrivals (thousands),TF,,"3,977",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
196,Cyprus,2020,Tourist/visitor arrivals (thousands),TF,,632,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
196,Cyprus,1995,Tourism expenditure (millions of US dollars),,,"2,018",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
196,Cyprus,2005,Tourism expenditure (millions of US dollars),,,"2,644",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
196,Cyprus,2010,Tourism expenditure (millions of US dollars),,,"2,137",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
196,Cyprus,2018,Tourism expenditure (millions of US dollars),,,"3,449",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
196,Cyprus,2019,Tourism expenditure (millions of US dollars),,,"3,245",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
196,Cyprus,2020,Tourism expenditure (millions of US dollars),,,663,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
203,Czechia,1995,Tourist/visitor arrivals (thousands),TF,,"3,381",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
203,Czechia,2005,Tourist/visitor arrivals (thousands),TF,,"9,404",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
203,Czechia,2010,Tourist/visitor arrivals (thousands),TF,,"8,629",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
203,Czechia,2018,Tourist/visitor arrivals (thousands),TF,,"14,283",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
203,Czechia,2019,Tourist/visitor arrivals (thousands),TF,,"14,651",Data revision.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
203,Czechia,2005,Tourism expenditure (millions of US dollars),,,"5,772",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
203,Czechia,2010,Tourism expenditure (millions of US dollars),,,"8,068",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
203,Czechia,2018,Tourism expenditure (millions of US dollars),,,"8,283",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
203,Czechia,2019,Tourism expenditure (millions of US dollars),,,"7,967",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
203,Czechia,2020,Tourism expenditure (millions of US dollars),,,"3,890",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
180,Dem. Rep. of the Congo,1995,Tourist/visitor arrivals (thousands),TF,,35,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
180,Dem. Rep. of the Congo,2005,Tourist/visitor arrivals (thousands),TF,,61,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
180,Dem. Rep. of the Congo,2010,Tourist/visitor arrivals (thousands),TF,,81,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
180,Dem. Rep. of the Congo,2005,Tourism expenditure (millions of US dollars),,,3,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
180,Dem. Rep. of the Congo,2010,Tourism expenditure (millions of US dollars),,,11,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
180,Dem. Rep. of the Congo,2018,Tourism expenditure (millions of US dollars),,,61,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
180,Dem. Rep. of the Congo,2019,Tourism expenditure (millions of US dollars),,,100,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
180,Dem. Rep. of the Congo,2020,Tourism expenditure (millions of US dollars),,,81,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
208,Denmark,2005,Tourist/visitor arrivals (thousands),TCE,,"9,178",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
208,Denmark,2010,Tourist/visitor arrivals (thousands),TCE,,"8,744",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
208,Denmark,2018,Tourist/visitor arrivals (thousands),TCE,,"12,749",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
208,Denmark,2019,Tourist/visitor arrivals (thousands),TCE,,"14,763",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
