T33,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
670,Saint Vincent & Grenadines,2005,Tourism expenditure (millions of US dollars),,,104,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
670,Saint Vincent & Grenadines,2010,Tourism expenditure (millions of US dollars),,,86,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
670,Saint Vincent & Grenadines,2018,Tourism expenditure (millions of US dollars),,,226,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
670,Saint Vincent & Grenadines,2019,Tourism expenditure (millions of US dollars),,,249,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
670,Saint Vincent & Grenadines,2020,Tourism expenditure (millions of US dollars),,,83,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
882,Samoa,1995,Tourist/visitor arrivals (thousands),TF,,68,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
882,Samoa,2005,Tourist/visitor arrivals (thousands),TF,,102,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
882,Samoa,2010,Tourist/visitor arrivals (thousands),TF,,122,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
882,Samoa,2018,Tourist/visitor arrivals (thousands),TF,,164,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
882,Samoa,2019,Tourist/visitor arrivals (thousands),TF,,172,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
882,Samoa,2020,Tourist/visitor arrivals (thousands),TF,,23,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
882,Samoa,1995,Tourism expenditure (millions of US dollars),,,36,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
882,Samoa,2005,Tourism expenditure (millions of US dollars),,,74,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
882,Samoa,2010,Tourism expenditure (millions of US dollars),,,124,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
882,Samoa,2018,Tourism expenditure (millions of US dollars),,,192,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
882,Samoa,2019,Tourism expenditure (millions of US dollars),,,206,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
882,Samoa,2020,Tourism expenditure (millions of US dollars),,,23,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
674,San Marino,1995,Tourist/visitor arrivals (thousands),TCE,,28,Including Italian visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
674,San Marino,2005,Tourist/visitor arrivals (thousands),TCE,,50,Including Italian visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
674,San Marino,2010,Tourist/visitor arrivals (thousands),TCE,,120,Including Italian visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
674,San Marino,2018,Tourist/visitor arrivals (thousands),TCE,,84,Including Italian visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
674,San Marino,2019,Tourist/visitor arrivals (thousands),TCE,,111,Including Italian visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
674,San Marino,2020,Tourist/visitor arrivals (thousands),TCE,,58,Including Italian visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
678,Sao Tome and Principe,1995,Tourist/visitor arrivals (thousands),TF,,6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
678,Sao Tome and Principe,2005,Tourist/visitor arrivals (thousands),TF,,16,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
678,Sao Tome and Principe,2010,Tourist/visitor arrivals (thousands),TF,,8,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
678,Sao Tome and Principe,2018,Tourist/visitor arrivals (thousands),TF,,33,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
678,Sao Tome and Principe,2019,Tourist/visitor arrivals (thousands),TF,,35,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
678,Sao Tome and Principe,2020,Tourist/visitor arrivals (thousands),TF,,11,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
678,Sao Tome and Principe,2005,Tourism expenditure (millions of US dollars),,,7,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
678,Sao Tome and Principe,2010,Tourism expenditure (millions of US dollars),,,11,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
678,Sao Tome and Principe,2018,Tourism expenditure (millions of US dollars),,,72,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
678,Sao Tome and Principe,2019,Tourism expenditure (millions of US dollars),,,45,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
678,Sao Tome and Principe,2020,Tourism expenditure (millions of US dollars),,,16,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
682,Saudi Arabia,1995,Tourist/visitor arrivals (thousands),TF,,"3,325",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
682,Saudi Arabia,2005,Tourist/visitor arrivals (thousands),TF,,"8,037",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
682,Saudi Arabia,2010,Tourist/visitor arrivals (thousands),TF,,"10,850",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
682,Saudi Arabia,2018,Tourist/visitor arrivals (thousands),TF,,"15,334",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
682,Saudi Arabia,2019,Tourist/visitor arrivals (thousands),TF,,"17,526",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
682,Saudi Arabia,2020,Tourist/visitor arrivals (thousands),TF,,"4,138",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
682,Saudi Arabia,2010,Tourism expenditure (millions of US dollars),,,"7,536",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
682,Saudi Arabia,2018,Tourism expenditure (millions of US dollars),,,"16,974",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
682,Saudi Arabia,2019,Tourism expenditure (millions of US dollars),,,"19,849",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
682,Saudi Arabia,2020,Tourism expenditure (millions of US dollars),,,"5,960",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
686,Senegal,1995,Tourist/visitor arrivals (thousands),TF,,280,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
686,Senegal,2005,Tourist/visitor arrivals (thousands),TF,,769,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
686,Senegal,2010,Tourist/visitor arrivals (thousands),TF,,900,Data revision.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
686,Senegal,1995,Tourism expenditure (millions of US dollars),,,168,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
686,Senegal,2005,Tourism expenditure (millions of US dollars),,,334,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
686,Senegal,2010,Tourism expenditure (millions of US dollars),,,464,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
686,Senegal,2018,Tourism expenditure (millions of US dollars),,,557,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
688,Serbia,2005,Tourist/visitor arrivals (thousands),TCE,,453,Excluding Kosovo and Metohija.;Tourists staying in visitor accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
688,Serbia,2010,Tourist/visitor arrivals (thousands),TCE,,683,Excluding Kosovo and Metohija.;Tourists staying in visitor accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
688,Serbia,2018,Tourist/visitor arrivals (thousands),TCE,,"1,711",Excluding Kosovo and Metohija.;Tourists staying in visitor accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
688,Serbia,2019,Tourist/visitor arrivals (thousands),TCE,,"1,847",Excluding Kosovo and Metohija.;Tourists staying in visitor accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
688,Serbia,2020,Tourist/visitor arrivals (thousands),TCE,,446,Excluding Kosovo and Metohija.;Tourists staying in visitor accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
688,Serbia,2005,Tourism expenditure (millions of US dollars),,,308,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
688,Serbia,2010,Tourism expenditure (millions of US dollars),,,950,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
688,Serbia,2018,Tourism expenditure (millions of US dollars),,,"1,941",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
688,Serbia,2019,Tourism expenditure (millions of US dollars),,,"2,000",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
688,Serbia,2020,Tourism expenditure (millions of US dollars),,,"1,422",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
690,Seychelles,1995,Tourist/visitor arrivals (thousands),TF,,121,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
690,Seychelles,2005,Tourist/visitor arrivals (thousands),TF,,129,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
690,Seychelles,2010,Tourist/visitor arrivals (thousands),TF,,175,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
690,Seychelles,2018,Tourist/visitor arrivals (thousands),TF,,362,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
690,Seychelles,2019,Tourist/visitor arrivals (thousands),TF,,384,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
690,Seychelles,2020,Tourist/visitor arrivals (thousands),TF,,115,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
690,Seychelles,1995,Tourism expenditure (millions of US dollars),,,224,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
690,Seychelles,2005,Tourism expenditure (millions of US dollars),,,269,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
690,Seychelles,2010,Tourism expenditure (millions of US dollars),,,352,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
690,Seychelles,2018,Tourism expenditure (millions of US dollars),,,611,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
690,Seychelles,2019,Tourism expenditure (millions of US dollars),,,618,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
690,Seychelles,2020,Tourism expenditure (millions of US dollars),,,228,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
694,Sierra Leone,1995,Tourist/visitor arrivals (thousands),TF,,14,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
694,Sierra Leone,2005,Tourist/visitor arrivals (thousands),TF,,40,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
694,Sierra Leone,2010,Tourist/visitor arrivals (thousands),TF,,39,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
694,Sierra Leone,2018,Tourist/visitor arrivals (thousands),TF,,57,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
694,Sierra Leone,2019,Tourist/visitor arrivals (thousands),TF,,63,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
694,Sierra Leone,2020,Tourist/visitor arrivals (thousands),TF,,24,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
694,Sierra Leone,1995,Tourism expenditure (millions of US dollars),,,57,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
694,Sierra Leone,2005,Tourism expenditure (millions of US dollars),,,64,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
694,Sierra Leone,2010,Tourism expenditure (millions of US dollars),,,26,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
694,Sierra Leone,2018,Tourism expenditure (millions of US dollars),,,39,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
694,Sierra Leone,2019,Tourism expenditure (millions of US dollars),,,43,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
694,Sierra Leone,2020,Tourism expenditure (millions of US dollars),,,39,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
702,Singapore,1995,Tourist/visitor arrivals (thousands),TF,,"6,070",Excluding Malaysian citizens arriving by land.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
702,Singapore,2005,Tourist/visitor arrivals (thousands),TF,,"7,079",Excluding Malaysian citizens arriving by land.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
702,Singapore,2010,Tourist/visitor arrivals (thousands),TF,,"9,161",Excluding Malaysian citizens arriving by land.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
702,Singapore,2018,Tourist/visitor arrivals (thousands),TF,,"14,673",Excluding Malaysian citizens arriving by land.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
702,Singapore,2019,Tourist/visitor arrivals (thousands),TF,,"15,119",Excluding Malaysian citizens arriving by land.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
702,Singapore,2020,Tourist/visitor arrivals (thousands),TF,,"2,086",Excluding Malaysian citizens arriving by land.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
702,Singapore,1995,Tourism expenditure (millions of US dollars),,,"7,611",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
702,Singapore,2005,Tourism expenditure (millions of US dollars),,,"6,209",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
702,Singapore,2010,Tourism expenditure (millions of US dollars),,,"14,178",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
702,Singapore,2018,Tourism expenditure (millions of US dollars),,,"20,422",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
702,Singapore,2019,Tourism expenditure (millions of US dollars),,,"20,302",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
702,Singapore,2020,Tourism expenditure (millions of US dollars),,,"5,189",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
668,Sint Eustatius,1995,Tourist/visitor arrivals (thousands),TF,,9,Excluding Netherlands Antillean residents.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
668,Sint Eustatius,2005,Tourist/visitor arrivals (thousands),TF,,10,Excluding Netherlands Antillean residents.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
668,Sint Eustatius,2010,Tourist/visitor arrivals (thousands),TF,,11,Excluding Netherlands Antillean residents.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
534,Sint Maarten (Dutch part),1995,Tourist/visitor arrivals (thousands),TF,,460,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
534,Sint Maarten (Dutch part),2005,Tourist/visitor arrivals (thousands),TF,,468,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
534,Sint Maarten (Dutch part),2010,Tourist/visitor arrivals (thousands),TF,,443,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
534,Sint Maarten (Dutch part),2018,Tourist/visitor arrivals (thousands),TF,,178,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
534,Sint Maarten (Dutch part),2019,Tourist/visitor arrivals (thousands),TF,,320,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
534,Sint Maarten (Dutch part),2020,Tourist/visitor arrivals (thousands),TF,,106,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
534,Sint Maarten (Dutch part),2010,Tourism expenditure (millions of US dollars),,,681,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
534,Sint Maarten (Dutch part),2018,Tourism expenditure (millions of US dollars),,,468,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
534,Sint Maarten (Dutch part),2019,Tourism expenditure (millions of US dollars),,,708,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
534,Sint Maarten (Dutch part),2020,Tourism expenditure (millions of US dollars),,,243,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
703,Slovakia,1995,Tourist/visitor arrivals (thousands),TF,,903,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
703,Slovakia,2005,Tourist/visitor arrivals (thousands),TF,,"1,515",The number of inbound arrivals is based on a combination of accommodation statistics and border survey statistics (as calculated within Tourism Satellite Account).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
703,Slovakia,2010,Tourist/visitor arrivals (thousands),TF,,"1,327",The number of inbound arrivals is based on a combination of accommodation statistics and border survey statistics (as calculated within Tourism Satellite Account).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
703,Slovakia,2018,Tourist/visitor arrivals (thousands),TF,,"5,453",The number of inbound arrivals is based on a combination of accommodation statistics and border survey statistics (as calculated within Tourism Satellite Account).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
703,Slovakia,2019,Tourist/visitor arrivals (thousands),TF,,"5,630",The number of inbound arrivals is based on a combination of accommodation statistics and border survey statistics (as calculated within Tourism Satellite Account).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
703,Slovakia,1995,Tourism expenditure (millions of US dollars),,,630,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
703,Slovakia,2005,Tourism expenditure (millions of US dollars),,,"1,282",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
703,Slovakia,2010,Tourism expenditure (millions of US dollars),,,"2,334",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
703,Slovakia,2018,Tourism expenditure (millions of US dollars),,,"3,318",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
703,Slovakia,2019,Tourism expenditure (millions of US dollars),,,"3,350",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
703,Slovakia,2020,Tourism expenditure (millions of US dollars),,,"1,303",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
705,Slovenia,1995,Tourist/visitor arrivals (thousands),TCE,,732,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
705,Slovenia,2005,Tourist/visitor arrivals (thousands),TCE,,"1,555",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
705,Slovenia,2010,Tourist/visitor arrivals (thousands),TCE,,"2,049",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
705,Slovenia,2018,Tourist/visitor arrivals (thousands),TCE,,"4,425",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
705,Slovenia,2019,Tourist/visitor arrivals (thousands),TCE,,"4,702",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
705,Slovenia,2020,Tourist/visitor arrivals (thousands),TCE,,"1,216",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
705,Slovenia,1995,Tourism expenditure (millions of US dollars),,,"1,128",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
705,Slovenia,2005,Tourism expenditure (millions of US dollars),,,"1,894",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
705,Slovenia,2010,Tourism expenditure (millions of US dollars),,,"2,808",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
705,Slovenia,2018,Tourism expenditure (millions of US dollars),,,"3,378",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
705,Slovenia,2019,Tourism expenditure (millions of US dollars),,,"3,353",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
705,Slovenia,2020,Tourism expenditure (millions of US dollars),,,"1,418",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
90,Solomon Islands,1995,Tourist/visitor arrivals (thousands),TF,,12,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
90,Solomon Islands,2005,Tourist/visitor arrivals (thousands),TF,,9,Arrivals by air.;Without 1st quarter.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
90,Solomon Islands,2010,Tourist/visitor arrivals (thousands),TF,,21,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
90,Solomon Islands,2018,Tourist/visitor arrivals (thousands),TF,,28,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
90,Solomon Islands,2019,Tourist/visitor arrivals (thousands),TF,,29,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
90,Solomon Islands,2020,Tourist/visitor arrivals (thousands),TF,,4,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
90,Solomon Islands,1995,Tourism expenditure (millions of US dollars),,,17,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
90,Solomon Islands,2005,Tourism expenditure (millions of US dollars),,,6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
90,Solomon Islands,2010,Tourism expenditure (millions of US dollars),,,51,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
90,Solomon Islands,2018,Tourism expenditure (millions of US dollars),,,92,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
90,Solomon Islands,2019,Tourism expenditure (millions of US dollars),,,82,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
90,Solomon Islands,2020,Tourism expenditure (millions of US dollars),,,7,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
710,South Africa,1995,Tourist/visitor arrivals (thousands),TF,,"4,488",Excluding arrivals for work and contract workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
710,South Africa,2005,Tourist/visitor arrivals (thousands),TF,,"7,369",Excluding arrivals for work and contract workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
710,South Africa,2010,Tourist/visitor arrivals (thousands),TF,,"8,074",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
710,South Africa,2018,Tourist/visitor arrivals (thousands),TF,,"10,472",Break in the time series.;Excluding transit.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
710,South Africa,2019,Tourist/visitor arrivals (thousands),TF,,"10,228",Excluding transit.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
710,South Africa,2020,Tourist/visitor arrivals (thousands),TF,,"2,802",Excluding transit.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
710,South Africa,1995,Tourism expenditure (millions of US dollars),,,"2,654",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
710,South Africa,2005,Tourism expenditure (millions of US dollars),,,"8,629",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
710,South Africa,2010,Tourism expenditure (millions of US dollars),,,"10,309",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
710,South Africa,2018,Tourism expenditure (millions of US dollars),,,"9,789",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
710,South Africa,2019,Tourism expenditure (millions of US dollars),,,"9,064",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
710,South Africa,2020,Tourism expenditure (millions of US dollars),,,"2,716",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
728,South Sudan,2018,Tourism expenditure (millions of US dollars),,,12,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
