index,DEMOCRAT,REPUBLICAN
1001,0.2376967124494454,0.7276658791494814
1003,0.193856010082445,0.765457123352413
1005,0.46527844111185407,0.5209666634826631
1007,0.21249574781721284,0.7640322031976414
1009,0.08425824605283727,0.8933484445833985
1011,0.7494692144373672,0.24203821656050956
1013,0.4267063673843335,0.5612688960146587
1015,0.2766588667892362,0.6866329600534848
1017,0.41611510791366907,0.5642446043165468
1019,0.14413491102208142,0.8341563402590143
1021,0.15847351516141325,0.8210027764167892
1023,0.4263576522216127,0.5630828304991772
1025,0.4411787276494513,0.5479241807996317
1027,0.1867451690821256,0.7918176328502415
1029,0.1037463976945245,0.8742605794023964
1031,0.20325516444358838,0.7644339577213849
1033,0.2934778246036524,0.6721252257676099
1035,0.4677296886864085,0.5193621867881549
1037,0.3392993145468393,0.6437547600913938
1039,0.14974905897114177,0.8323086574654956
1041,0.2655177916068294,0.720121270145205
1043,0.10028252316954031,0.8710426953238455
1045,0.23537255320283748,0.7364659448503921
1047,0.6830566198382291,0.308056619838229
1049,0.1402462634554325,0.8288159219391311
1051,0.22659688674181427,0.7416532474503489
1053,0.3102054563826204,0.6692489053553385
1055,0.2364369169459288,0.7325649850557014
1057,0.165110922536065,0.813674384773912
1059,0.18247508305647842,0.7862126245847176
1061,0.12969892838918184,0.8499744854567103
1063,0.8223360655737705,0.17172131147540984
1065,0.5939054726368159,0.39465174129353237
1067,0.2839444995044599,0.6977205153617443
1069,0.25009967400736416,0.7206547995966134
1071,0.17503812428516966,0.79451010293557
1073,0.5157055928676391,0.4430374337176314
1075,0.14872236577662934,0.8359173126614987
1077,0.25179000632511067,0.7058570524984187
1079,0.24458830669633824,0.730528019421404
1081,0.35866939230626277,0.5848355324289165
1083,0.23497294882612796,0.7213729091179828
1085,0.7305505685218432,0.26196888090963494
1087,0.8277899343544858,0.15656455142231948
1089,0.38449344815134434,0.5478949011255347
1091,0.5107331271602692,0.47598690194651627
1093,0.11028958718422674,0.8682994454713494
1095,0.1392286782195039,0.8277551251557368
1097,0.417895413258306,0.5506405691889983
1099,0.4217700321292961,0.564209911401032
1101,0.6144892467510795,0.35464861594943575
1103,0.22221783429428954,0.7401863991785799
1105,0.7245168624478969,0.26657824933687
1107,0.41626493397610564,0.5717878851393837
1109,0.3839611178614824,0.5842193195625759
1111,0.2248944733483852,0.756356140178659
1113,0.49745533859576235,0.47829248026589116
1115,0.145546875,0.8242447916666666
1117,0.22692436842001304,0.7211566950441464
1119,0.740290126345344,0.2466073935423491
1121,0.3628281497889664,0.617056305564702
1123,0.2832289849122447,0.6976290670224776
1125,0.38406287787182586,0.577061668681983
1127,0.15258550488599348,0.82335776330076
1129,0.2782139927340912,0.7080745341614907
1131,0.709218698921216,0.28391631252043154
1133,0.08455347619509357,0.8947929797343159
2001,0.3876167520337451,0.47905995781862004
2002,0.2886016023306628,0.5804806991988347
2003,0.1630106396952581,0.7097070799947458
2004,0.43713895599201763,0.4274761054511081
2005,0.40311156083986843,0.4658487224892487
2006,0.29976359338061465,0.5826241134751773
2007,0.18205931999035446,0.7155775259223535
2008,0.1508732813080639,0.7588257153474545
2009,0.20582979673888765,0.6812597721688631
2010,0.2,0.691924778761062
2011,0.22107544638249563,0.6650841160078439
2012,0.20203290369904642,0.6946452897411716
2013,0.2577682534823205,0.6165620694933415
2014,0.29203454894433784,0.573704414587332
2015,0.3669209152950622,0.5068245684464071
2016,0.44298009682625067,0.43074233458848843
2017,0.48467884502062464,0.3856806128461992
2018,0.5281005133747636,0.3626047014320454
2019,0.5569699499165276,0.34140233722871455
2020,0.5813725490196079,0.3063025210084034
2021,0.48849311900080955,0.4023360703134035
2022,0.39058767319636883,0.5020305781175346
2023,0.41796649335644137,0.46880415944540726
2024,0.39405286343612334,0.5186123348017622
2025,0.4156515319306017,0.4695459579180509
2026,0.3788882650196519,0.5107243121841663
2027,0.42457019241716953,0.465103039963566
2028,0.4155946442635862,0.4745777544412357
2029,0.22365339578454332,0.6756440281030445
2030,0.2029050279329609,0.6920670391061452
2031,0.3404046356315066,0.5516597917894324
2032,0.36148286937901497,0.5037473233404711
2033,0.6017716931749547,0.27501509965774107
2034,0.4474605025978157,0.4193616795673842
2035,0.4146206591462066,0.4539924795399248
2036,0.32587124878993223,0.5396902226524686
2037,0.4782694587119716,0.3828526274199921
2038,0.5413150147203141,0.22433758586849853
2039,0.5571909913105161,0.24915765206596915
2040,0.5071583514099783,0.2986984815618221
2099,0.8011695906432749,0.11695906432748537
4001,0.6175843245001988,0.2978923393948158
4003,0.3488953314005798,0.5616714985504349
4005,0.5420179312190553,0.35307105580088316
4007,0.3138669774112585,0.6356220867694514
4009,0.27204549200593375,0.6613647601780122
4011,0.3339449541284404,0.5785932721712538
4012,0.2646614014451353,0.6726600571332549
4013,0.44832998901669435,0.4766837560609095
4015,0.21834306943697385,0.7290444441664686
4017,0.4084727254678116,0.5106715640045665
4019,0.5328265819182241,0.3970875628498245
4021,0.3696910749849474,0.5621092121717383
4023,0.7113734558510315,0.2371447696707844
4025,0.3109654871122761,0.6232415902140673
4027,0.46415770609318996,0.47472175061309185
5001,0.312137797810689,0.6159047005795235
5003,0.2979091921316343,0.6603983669429667
5005,0.21091773752909035,0.7427906506121623
5007,0.2892361398000496,0.628676774353466
5009,0.18161504562100428,0.7594190304760723
5011,0.36052559540104023,0.5923898165891048
5013,0.28162185985015425,0.6857646540326134
5015,0.31065253764640266,0.6307863915225879
5017,0.5627394636015326,0.4109195402298851
5019,0.4245836265540699,0.5165376495425756
5021,0.23057692307692307,0.7271153846153846
5023,0.17385188249896566,0.7826230864708316
5025,0.21556350626118068,0.7340488968395945
5027,0.3533250815798357,0.6139304602227973
5029,0.3350573987637189,0.6117068247760817
5031,0.29623590925702076,0.6435217721305484
5033,0.1999109131403118,0.7432516703786192
5035,0.5272066198595787,0.43655967903711135
5037,0.29080593540878674,0.6668606342740763
5039,0.4204258390472754,0.5445687477444966
5041,0.5233732675593141,0.4507869391590322
5043,0.35860500379075055,0.6016679302501895
5045,0.3078039851032045,0.617459549308814
5047,0.20324963072378138,0.7443131462333825
5049,0.2235959765297569,0.7273679798826488
5051,0.3017032226442838,0.6393089082220316
5053,0.18441907320349227,0.7689724647414372
5055,0.21034246575342466,0.7342465753424657
5057,0.33721095190807204,0.6243438785643354
5059,0.26364701942397856,0.6841929002009377
5061,0.28904578519469404,0.6754385964912281
5063,0.21162039077420303,0.7298369325694138
5065,0.20429515418502203,0.7419236417033774
5067,0.3070209464701319,0.6336307214895268
5069,0.6090986328879278,0.35722561211091375
5071,0.26635206321334504,0.668459174714662
5073,0.36083916083916084,0.6146853146853147
5075,0.22216358839050132,0.7148636763412489
5077,0.5733641771315268,0.4061467283542631
5079,0.32723470987977,0.641662310507057
5081,0.2672661182322556,0.6896881576430075
5083,0.21651306653200353,0.7254134578967302
5085,0.20900369003690036,0.7364575645756457
5087,0.23212980558397894,0.7203625200994007
5089,0.2017728999577881,0.7508090614886731
5091,0.265552172021627,0.7018830402088124
5093,0.42941532868827625,0.5347621932747653
5095,0.4549237170596394,0.5162968099861304
5097,0.2101713964596797,0.7426243326777184
5099,0.35643869377695625,0.6161429451632778
5101,0.18625099920063948,0.7660538236077804
5103,0.43492702566683444,0.5386009058882738
5105,0.24361356247097074,0.6985601486298189
5107,0.619876312383144,0.35179059398820656
5109,0.1720673197689023,0.7912584777694047
5111,0.24346024346024345,0.7125097125097125
5113,0.14724820799416838,0.8040335317701373
5115,0.22154282422792326,0.7202800301298241
5117,0.23635307781649245,0.7273519163763066
5119,0.5606223713198478,0.3833930002002804
5121,0.22338924596331713,0.7068506035428751
5123,0.5425302826379542,0.4300134589502019
5125,0.2544337811900192,0.6883493282149712
5127,0.17150997150997152,0.778062678062678
5129,0.16121244635193133,0.7926502145922747
5131,0.2755561529672693,0.6525304119900531
5133,0.2356422621657168,0.7194213064445418
5135,0.20306249137812113,0.7458959856531936
5137,0.21413314346742612,0.7321110715557138
5139,0.34657274772108443,0.6189179590387119
5141,0.21106417768088295,0.7333424172230549
5143,0.407593359475208,0.5066637348676415
5145,0.18994085014144532,0.7743488004702598
5147,0.4348502528199144,0.5239206534422404
5149,0.22984935548998292,0.7156390743904333
6001,0.7869001293052061,0.14661009436528874
6003,0.5548172757475083,0.36046511627906974
6005,0.33855870080072176,0.5912371715349047
6007,0.4349650496002679,0.47239546272654975
6009,0.3433609958506224,0.583981673582296
6011,0.4012364294330519,0.5354342581423401
6013,0.684908028101035,0.24873920737920308
6015,0.36461602845783636,0.5371416614354467
6017,0.3889690247993931,0.5261937579468111
6019,0.500642889780709,0.43939302703679173
6021,0.3236536430834213,0.6111932418162619
6023,0.5603753839921682,0.3101137629544611
6025,0.6792747083653906,0.26416585223846456
6027,0.39018055899084836,0.5253524610437794
6029,0.4041931005107244,0.530727423893055
6031,0.40150375939849625,0.5334807607253428
6033,0.46930111038536904,0.4326828870019595
6035,0.2113264918282022,0.7196883314329152
6037,0.7175722154215638,0.22413336252892868
6039,0.3949944331044721,0.5417749118574875
6041,0.7805317613607806,0.15631888449304604
6043,0.3516953925875859,0.5840937253576659
6045,0.5891346692638152,0.29052485524455
6047,0.5271581742926161,0.4057833844241337
6049,0.23152059134107708,0.7117212249208026
6051,0.525587566338135,0.4001137225170584
6053,0.6677860398177021,0.2615660230271048
6055,0.6387114645115036,0.28369614808055793
6057,0.47425138800400474,0.4253208337125694
6059,0.5093530718876746,0.4234982100522663
6061,0.40204223387789256,0.5203375647427518
6063,0.357482430756511,0.5601488218272013
6065,0.49733760452281167,0.4435014526391719
6067,0.5828813044177855,0.3393148946060465
6069,0.571109286626528,0.3576445904032111
6071,0.5211649232472404,0.4147508421472729
6073,0.5629791794243724,0.3657118799755052
6075,0.8503962621244381,0.09287516757353521
6077,0.5403317184586423,0.39674170034706424
6079,0.4970557518387663,0.416001896169885
6081,0.7566606443075984,0.1842619217262965
6083,0.6060547780932879,0.3188318079485932
6085,0.7271244221688227,0.20580381947651658
6087,0.7393903167961745,0.17417967567399725
6089,0.2785779421133499,0.6467964973205251
6091,0.3284153005464481,0.5726775956284152
6093,0.35301581104821395,0.5534354870193247
6095,0.6162070397861696,0.31255831873483714
6097,0.6937639727917043,0.22230198094727419
6099,0.474289266088088,0.455973417912702
6101,0.390060555439549,0.5421949109566566
6103,0.28480006692320564,0.6480675924376778
6105,0.38937741822018995,0.4945480126626803
6107,0.42360282728292414,0.5189791158509445
6109,0.35735829840573463,0.5699792392964863
6111,0.5527086425228729,0.3762104592779607
6113,0.6669752710439761,0.25263734925082226
6115,0.3439429515610053,0.5726584920427863
8001,0.4985826039811014,0.41350786151343816
8003,0.45957630782533504,0.4389681510304078
8005,0.5275931706737591,0.3862548919965946
8007,0.34064586455920426,0.5810055865921788
8009,0.13144449605202044,0.8142127264282397
8011,0.3061754021795537,0.6165023352361183
8013,0.7033729842353116,0.220025300039332
8014,0.5235214518825121,0.3811987582583778
8015,0.43448888888888887,0.4792
8017,0.11978221415607986,0.8393829401088929
8019,0.4652233208319127,0.4389703375383566
8021,0.44032819492789654,0.47588264545002484
8023,0.6087662337662337,0.3181818181818182
8025,0.2220039292730845,0.7066142763588736
8027,0.2599478147423353,0.6722113502935421
8029,0.24341870160810006,0.6941631923764146
8031,0.7369279076214698,0.1889095138796813
8033,0.19282868525896416,0.7521912350597609
8035,0.36617261958730446,0.5470589176475608
8037,0.5589739523450818,0.35642072711414186
8039,0.19614469896107148,0.7325697834522469
8041,0.3386243718002176,0.5619013879178724
8043,0.2410685841714832,0.6882082555864015
8045,0.4258027956176804,0.4961088024178315
8047,0.4569351230425056,0.43791946308724833
8049,0.3910107126222636,0.5232883092687471
8051,0.5448363790905227,0.3494475138121547
8053,0.33446519524617996,0.5755517826825127
8055,0.4316679883690193,0.4977531060005287
8057,0.1986062717770035,0.7305458768873403
8059,0.4888561855011828,0.4201415705328963
8061,0.1064327485380117,0.8514619883040936
8063,0.14478660183684494,0.8014586709886548
