Name,FIPS,"% Educational Attainment | Bachelor's degree or higher, 2021 [Estimated]","Population Density (per square mile), 2021 [Estimated]","% Household Size | 1-person household, 2021 [Estimated]","% Household Size | 2-person household, 2021 [Estimated]","% Household Size | 3-person household, 2021 [Estimated]","% Household Size | 4-person household, 2021 [Estimated]","% Household Size | 5-person household, 2021 [Estimated]","% Household Size | 6-person household, 2021 [Estimated]","# Gini Index Of Income Inequality [B19083] | Gini Index, 2019","% Hispanic or Latino | Hispanic or Latino, 2021 [Estimated]"
"Fayette County, IN",18041,14.0211,106.2641,25.9409,39.6092,16.3875,9.9566,4.4355,1.6232,0.4145,1.5012
"Fayette County, KY",21067,43.6322,1154.9063,30.7452,34.9147,14.9179,11.1085,5.14,1.7975,0.4926,7.7857
"Fayette County, OH",39047,17.3221,70.2184,24.6937,36.4704,15.3336,11.2151,7.369,2.1103,0.4387,2.5268
"Fayette County, PA",42051,18.39,163.9152,30.38,36.0796,14.0348,10.5947,5.1729,1.9689,0.4681,1.5554
"Fayette County, TN",47047,21.2321,57.8113,21.7312,41.0485,14.5964,12.0317,7.4239,1.8481,0.478,2.9158
"Fayette County, TX",48149,19.9913,26.6145,21.8323,46.4562,11.5087,10.5743,5.3783,1.6636,0.4481,22.253
"Fayette County, WV",54019,16.449,64.4078,30.1503,35.4855,16.4971,9.8266,3.9017,2.052,0.4365,1.4761
"Fentress County, TN",47049,16.5102,36.6051,30.4388,36.4813,13.1386,7.3763,6.9094,3.0279,0.4208,2.1094
"Fergus County, MT",30027,29.7482,2.5543,36.5648,32.4618,10.9413,10.9212,3.9421,3.2381,0.4667,2.0841
"Ferry County, WA",53019,19.1285,3.4122,28.2957,40.3009,11.9725,9.5518,2.3553,1.6029,0.479,5.1875
"Fillmore County, MN",27045,22.5694,24.3424,24.9133,38.6421,12.5723,11.4157,5.2741,3.8399,0.406,2.0748
"Fillmore County, NE",31059,21.651,9.4878,34.8993,37.3075,7.6984,9.9092,5.2902,2.8425,0.4542,4.1766
"Finney County, KS",20055,15.8207,28.1621,23.4967,27.1432,15.3667,14.6985,8.597,7.4861,0.3884,50.9095
"Fisher County, TX",48151,18.4803,4.3128,33.5003,31.1835,18.4095,7.3889,3.6944,1.4402,0.4848,32.0351
"Flagler County, FL",12035,25.403,235.0513,23.8288,47.3225,13.3999,8.3193,4.5881,1.309,0.4359,10.9774
"Flathead County, MT",30029,31.0655,20.2546,29.6213,38.5087,13.4126,10.3339,4.0261,1.5967,0.4581,3.2114
"Fleming County, KY",21069,12.6748,41.5097,21.9484,39.4172,15.7868,12.806,5.612,2.831,0.4549,1.4446
"Florence County, SC",45041,24.0698,173.252,28.8777,31.2405,17.0886,13.3438,5.9617,1.6449,0.4843,3.0291
"Florence County, WI",55037,19.9229,8.6187,31.6443,45.1565,8.6438,7.7993,3.5768,0.5961,0.4795,1.7827
"Florida Municipio, PR",72054,14.6494,747.511,22.9508,35.1627,16.1559,14.1601,9.551,0.7603,0.4362,98.1001
"Floyd County, GA",13115,21.4844,191.8628,24.3572,36.3601,15.9044,11.4312,7.3373,3.1736,0.475,12.0747
"Floyd County, IA",19067,20.5698,31.2644,36.3181,37.7025,8.218,7.4521,5.891,2.0177,0.4334,3.6739
"Floyd County, IN",18043,31.2954,526.503,28.449,36.5278,14.9032,12.1028,5.2922,1.5184,0.4447,3.7726
"Floyd County, KY",21071,11.3728,89.7142,24.6483,37.0198,19.6699,11.3704,4.6807,1.6031,0.5145,1.1479
"Floyd County, TX",48153,16.1985,5.6363,26.8827,34.0484,16.0201,7.4395,10.7257,2.3277,0.4073,60.515
"Floyd County, VA",51063,23.9973,41.4546,25.7491,46.2129,8.7186,13.251,3.6892,0.3463,0.4019,3.8566
"Fluvanna County, VA",51065,35.3981,93.2267,21.986,41.1985,17.8257,7.5412,5.0916,3.6137,0.4488,4.5653
"Foard County, TX",48155,12.6923,2.0159,22.9825,42.807,20.3509,6.4912,5.4386,0,0.4655,27.5352
"Fond du Lac County, WI",55039,23.5704,142.9431,27.7188,39.8505,12.2855,11.7713,4.9522,2.0111,0.4101,5.7925
"Ford County, IL",17053,23.1186,26.6682,34.5402,31.3143,13.5896,9.523,7.1551,1.4928,0.4239,3.8301
"Ford County, KS",20057,17.7624,31.0251,20.639,29.2026,15.7895,16.3087,9.743,6.3809,0.4126,56.5358
"Forest County, PA",42053,7.1626,16.7435,36.2821,45.5128,7.6923,4.1026,3.6538,1.3462,0.392,5.5214
"Forest County, WI",55041,15.2696,8.776,32.2262,42.0939,11.1673,7.2924,4.645,0.6017,0.4378,2.7637
"Forrest County, MS",28035,27.9755,160.256,30.8156,33.1265,14.5644,13.252,4.9107,1.9792,0.4955,3.3621
"Forsyth County, GA",13117,54.6777,1086.8823,13.8735,30.6757,19.6852,22.0663,8.565,3.2312,0.4017,9.7869
"Forsyth County, NC",37067,33.6347,936.8958,32.624,33.1163,14.7017,10.0076,5.8213,2.0901,0.5008,13.4458
"Fort Bend County, TX",48157,46.8472,950.9968,14.8655,28.5428,18.5783,20.8132,10.8132,3.7318,0.4343,24.6629
"Foster County, ND",38031,29.6247,5.0609,38.3238,43.0516,3.4384,1.6476,8.6676,2.0774,0.4066,1.2777
"Fountain County, IN",18045,15.7471,40.855,26.1521,37.1094,16.2363,8.7316,5.7783,2.6965,0.4318,2.9879
"Franklin County, AL",1059,14.7797,49.53,28.0137,31.0915,16.1774,11.9692,7.8845,1.4819,0.4276,18.9152
"Franklin County, AR",5047,12.4917,29.0499,27.9506,36.4489,11.1028,15.8803,3.0362,4.1375,0.4533,3.9407
"Franklin County, FL",12037,19.2203,21.7742,36.1462,38.1543,6.8592,9.5894,6.4756,0.3384,0.5056,5.8467
"Franklin County, GA",13119,16.3829,88.071,24.3856,33.0709,16.4161,14.4834,7.8621,1.4674,0.4911,4.7534
"Franklin County, IA",19069,18.4828,17.1864,21.2606,48.703,12.0727,7.8788,3.2727,4.3636,0.429,13.8072
"Franklin County, ID",16041,18.1144,20.6691,15.6952,36.108,16.5117,11.3404,9.0724,6.4187,0.3944,6.998
"Franklin County, IL",17055,17.4041,94.2553,34.1783,34.6173,13.3671,7.7717,5.4656,2.5535,0.4501,1.894
"Franklin County, IN",18047,21.7788,59.0699,21.6154,36.2416,17.5538,10.1713,9.963,2.3721,0.413,0.5505
"Franklin County, KS",20059,19.5048,44.4775,27.3031,37.8134,13.8629,10.8151,5.4567,3.0479,0.4034,4.6951
"Franklin County, KY",21073,30.1188,244.5956,32.6662,36.4765,15.2458,8.4432,3.3003,1.8041,0.4104,4.2253
"Franklin County, MA",25011,37.7879,100.7639,32.3631,37.1402,15.1992,9.2728,3.2481,1.2377,0.4541,4.542
"Franklin County, ME",23007,24.1547,17.5215,31.8844,37.5445,13.4299,10.0322,3.7705,1.0507,0.4339,1.584
"Franklin County, MO",29071,21.6765,112.5377,24.9374,36.3884,15.4201,12.9594,5.0283,3.2842,0.4311,2.2344
"Franklin County, MS",28037,11.589,13.5895,25.6084,35.5612,18.3799,9.2263,8.4635,0.3269,0.4748,0.274
"Franklin County, NC",37069,22.5879,138.4728,20.9846,38.4768,18.4944,12.5464,6.0972,1.882,0.4155,8.8618
"Franklin County, NE",31061,15.8967,5.0641,33.6323,39.0135,13.0045,5.5306,3.8117,3.2138,0.4275,2.9492
"Franklin County, NY",36033,19.6792,30.7719,29.9322,35.0869,14.1238,11.8563,5.2606,2.4846,0.4529,3.9614
"Franklin County, OH",39049,40.0569,2498.7852,31.2689,32.8273,14.6023,11.784,5.6871,2.0628,0.4653,6.2086
"Franklin County, PA",42055,22.5785,200.8108,25.1183,36.9789,15.2643,12.2226,5.407,2.7207,0.4126,6.7227
"Franklin County, TN",47051,21.1424,75.6707,28.6135,36.6722,16.1051,8.6663,6.8803,1.694,0.4796,4.2947
"Franklin County, TX",48159,29.2921,37.8985,24.4304,36.0692,14.3014,13.0113,8.0977,3.5685,0.4516,15.4945
"Franklin County, VA",51067,21.8093,81.2992,24.6834,44.0398,11.9728,11.4313,3.2268,2.3011,0.4591,3.5959
"Franklin County, VT",50011,23.9558,78.089,27.9699,33.137,16.0091,13.3499,5.4913,1.8214,0.401,1.8619
"Franklin County, WA",53021,17.8362,76.3856,18.4408,25.5399,19.1486,16.0019,11.0369,4.9069,0.4057,53.9266
"Franklin Parish, LA",22041,12.5912,32.1585,27.211,31.1002,13.3324,13.6654,7.9915,4.675,0.4937,0.4481
"Franklin city, VA",51620,16.5211,964.5611,35.3351,33.3333,10.5599,14.5054,3.9455,0.8413,0.4326,1.0521
"Frederick County, MD",24021,41.3389,387.886,21.8433,33.547,17.3262,15.0208,7.0876,3.038,0.4045,10.6881
"Frederick County, VA",51069,26.7814,215.3963,20.4804,37.9772,19.1301,11.4986,7.0809,2.3178,0.3905,9.4724
"Fredericksburg city, VA",51630,42.5057,2805.8434,38.0836,32.5823,11.5635,9.4101,3.203,3.8274,0.4579,10.9027
"Freeborn County, MN",27047,17.431,42.7207,26.6941,40.1149,13.1413,10.2693,5.3404,2.4917,0.4141,10.1542
"Freestone County, TX",48161,15.7925,22.5582,26.2879,34.9048,14.9235,13.3469,5.8695,2.6225,0.4663,17.4899
"Fremont County, CO",8043,19.7294,30.9116,25.3438,44.3617,11.2652,9.0362,5.6498,1.9482,0.4364,14.1675
"Fremont County, IA",19071,16.9028,13.4125,26.0606,44.7811,9.2256,9.4613,4.5118,3.6364,0.4074,3.3547
"Fremont County, ID",16043,21.6226,6.991,13.4382,36.5261,19.2995,5.4325,5.2418,12.2945,0.4028,12.6468
"Fremont County, WY",56013,25.307,4.2836,28.7623,32.804,14.1358,12.0706,4.9891,3.6737,0.4328,7.5853
"Fresno County, CA",6019,21.5133,167.6755,21.9317,27.1821,16.4259,15.1903,9.47,5.1934,0.4746,53.6308
"Frio County, TX",48163,7.0439,18.2797,25.8167,30.4446,12.863,14.02,11.0027,4.0608,0.5087,79.334
"Frontier County, NE",31063,22.043,2.7364,32.7571,37.3379,12.3596,8.8159,6.0501,0.8643,0.4142,1.7998
"Fulton County, AR",5049,12.9973,19.672,28.1814,36.7073,13.9647,10.0378,5.6069,0.903,0.4256,1.8913
"Fulton County, GA",13121,52.3235,2015.7432,37.7767,30.6588,13.4089,10.6872,4.4681,1.7279,0.5414,7.4247
"Fulton County, IL",17057,18.7202,39.8363,32.5198,33.8317,13.8742,11.9833,5.0938,1.0554,0.4538,3.3405
"Fulton County, IN",18049,16.1735,53.975,31.0452,34.3608,12.1487,12.2005,4.7662,3.4581,0.4239,6.1205
"Fulton County, KY",21075,13.169,29.0874,38.3872,32.0454,18.5216,6.0479,2.436,1.386,0.4688,2.3539
"Fulton County, NY",36035,18.5796,107.0925,29.4916,36.1639,13.6382,10.3777,5.6092,2.2463,0.4234,3.6355
"Fulton County, OH",39051,17.4689,103.8631,23.4853,37.2596,13.2785,12.5408,7.4435,3.2713,0.3908,9.5509
"Fulton County, PA",42057,13.3775,32.8853,29.9497,37.1692,16.5327,8.1407,4.4221,1.7923,0.406,1.0981
"Furnas County, NE",31065,18.212,6.5065,28.0866,39.2523,13.1825,10.4771,3.4924,1.7708,0.4196,4.7446
"Gadsden County, FL",12039,15.8474,88.4993,29.7346,37.3099,12.9879,8.9169,6.095,3.0012,0.4448,10.9776
"Gage County, NE",31067,21.239,25.1697,35.7151,35.6811,12.2523,8.4588,3.6576,2.6045,0.4212,3.1496
"Gaines County, TX",48165,11.8341,14.3973,18.6118,24.9064,17.2678,16.213,6.0735,9.1868,0.4631,42.6583
"Galax city, VA",51640,15.2169,772.1858,32.501,28.7753,13.912,17.0828,4.8355,1.3872,0.5191,15.4088
"Gallatin County, IL",17059,11.3176,15.1924,29.52,32.122,16.2405,13.2795,5.563,1.5702,0.5553,1.7118
"Gallatin County, KY",21077,12.6669,89.8917,29.9548,33.0536,19.6256,5.4874,2.2918,7.295,0.3889,5.4525
"Gallatin County, MT",30031,49.8587,43.8623,26.6428,35.9679,15.6949,13.5262,4.9745,1.6856,0.4647,4.1274
"Gallia County, OH",39053,16.2329,63.9422,31.2731,35.009,14.7456,7.7731,6.0945,2.6771,0.4487,1.6661
"Galveston County, TX",48167,30.9876,912.1083,23.556,33.9841,16.5203,14.7231,6.4115,2.9395,0.4646,25.3571
"Garden County, NE",31069,23.8628,1.1041,39.1451,35.9955,5.1744,15.2981,3.4871,0,0.5025,6.5852
"Garfield County, CO",8045,30.204,20.3642,19.8179,39.0486,17.1967,12.0978,6.1252,3.8739,0.4031,28.7528
"Garfield County, MT",30033,16.1202,0.2346,26.8018,45.7207,14.6396,5.1802,2.9279,0,0.4716,0
"Garfield County, NE",31071,28.1879,3.5551,22.1198,51.4977,8.1797,10.8295,1.9585,2.8802,0.4061,2.3221
"Garfield County, OK",40047,22.9929,58.4644,31.0954,32.3582,12.7921,11.8943,7.049,2.573,0.4467,13.8822
"Garfield County, UT",49017,27.8488,0.9598,18.4997,52.6791,10.7727,4.5121,8.573,2.7073,0.4209,6.825
"Garfield County, WA",53023,23.8303,3.1301,28.5994,46.523,6.1704,7.0519,7.1499,0.7835,0.3668,1.1236
"Garland County, AR",5051,20.7505,146.8893,32.1699,38.1195,12.7442,8.2883,4.6446,1.6697,0.4807,6.3726
"Garrard County, KY",21079,18.364,76.8844,21.6672,35.2915,19.2646,15.0015,4.7466,2.2414,0.4339,2.4589
"Garrett County, MD",24023,21.406,44.5879,28.6251,41.4628,11.3349,10.9752,5.0679,0.7514,0.4475,1.3959
"Garvin County, OK",40049,14.2341,35.0227,25.9177,36.9014,12.5253,13.826,6.3397,2.6207,0.4435,9.6967
"Garza County, TX",48169,17.3755,6.7404,15.7436,41.0081,9.7698,19.5395,4.4804,7.7785,0.4714,49.8339
"Gasconade County, MO",29073,21.2758,28.071,24.6367,44.0287,12.3267,10.456,5.0944,1.854,0.4253,2.066
"Gaston County, NC",37071,21.6499,629.0863,26.3295,34.1893,16.4538,13.6651,5.5314,2.0311,0.4529,7.841
"Gates County, NC",37073,14.62,33.613,29.4421,37.4678,16.9742,11.3948,1.9957,0.5794,0.4064,0.4193
"Geary County, KS",20061,24.6678,84.9705,22.9012,31.2018,20.0504,14.7346,6.757,2.4571,0.3699,17.9073
"Geauga County, OH",39055,38.1054,234.4988,21.38,39.5492,15.5643,11.7107,5.2494,3.0381,0.4647,1.7609
"Gem County, ID",16045,16.7729,31.304,27.5456,38.817,11.9776,8.0047,6.0624,4.5026,0.4175,8.777
"Genesee County, MI",26049,22.0691,633.5419,30.7398,32.4743,15.1974,12.7768,5.1552,2.0082,0.4629,4.0287
"Genesee County, NY",36037,22.6199,115.4241,32.0354,32.1675,14.5906,11.7619,5.849,1.785,0.4117,3.7418
"Geneva County, AL",1061,11.8323,45.5786,28.0736,37.1182,13.3712,13.3125,4.4342,1.7619,0.44,4.7052
"Gentry County, MO",29075,18.2333,13.2941,30.8943,30.2439,17.7236,9.6341,6.5447,2.5203,0.4356,2.2195
"George County, MS",28039,13.5576,50.8193,30.5173,39.2461,9.2768,8.3946,6.5098,3.5824,0.4574,3.3091
"Georgetown County, SC",45043,27.9454,76.9437,29.243,39.5761,14.788,8.5958,4.701,1.0447,0.5044,4.0607
"Gibson County, IN",18051,19.2016,68.9239,24.006,40.2163,14.0694,11.6076,5.8038,1.9993,0.4053,1.8693
"Gibson County, TN",47053,19.5276,81.1836,29.4779,32.9951,15.893,12.0551,6.4823,1.6403,0.4505,3.6295
"Gila County, AZ",4007,19.9244,11.2821,31.1806,38.4818,10.4322,9.0362,4.8169,3.0552,0.4427,19.2455
"Gilchrist County, FL",12041,13.9203,52.4972,26.8051,37.1841,14.2298,10.3791,4.9338,5.009,0.4266,6.1989
"Giles County, TN",47055,16.603,48.1462,26.7167,36.725,19.6667,10.9167,3.0917,1.4583,0.4346,3.0428
"Giles County, VA",51071,19.4737,46.7914,27.9101,37.2432,14.9598,11.2682,5.1652,2.7389,0.3862,2.5486
"Gillespie County, TX",48171,31.4066,25.5018,28.7707,42.8096,11.6006,7.3612,4.0362,3.0479,0.4641,24.3904
"Gilliam County, OR",41021,19.812,1.5705,35.17,38.3353,9.027,8.558,4.8066,1.8757,0.3769,4.7569
"Gilmer County, GA",13123,21.3919,73.4257,26.3466,40.1651,12.3116,8.5765,8.3681,2.1722,0.4561,14.3282
"Gilmer County, WV",54021,16.1064,22.8625,27.9858,37.1305,23.2558,5.7942,4.5723,0.1577,0.4197,4.3416
"Gilpin County, CO",8047,42.0391,41.5004,31.2631,47.2784,8.8276,8.723,2.5122,0.977,0.4468,8.5609
"Glacier County, MT",30035,22.1149,4.5894,36.8894,29.9149,12.4909,9.113,5.1276,2.2843,0.4796,3.7759
"Glades County, FL",12043,11.7681,16.7698,28.337,39.4503,13.8224,10.4805,6.4267,0.4746,0.4343,21.4106
"Gladwin County, MI",26051,14.2318,50.107,32.2124,40.5968,11.044,8.0779,3.6873,2.0285,0.4472,1.9131
"Glascock County, GA",13125,12.8445,20.4806,33.3943,35.2242,11.3449,8.3257,4.6661,4.0256,0.4538,1.2568
"Glasscock County, TX",48173,24.5851,1.8807,3.9024,50.2439,13.1707,24.878,2.439,0,0.4746,48.2575
"Glenn County, CA",6021,14.3881,21.225,17.8013,35.6221,13.7715,19.2488,7.8541,3.482,0.4442,42.8699
"Gloucester County, NJ",34015,33.8899,906.0838,24.5606,30.6507,18.3049,16.4984,6.4403,1.9519,0.4174,6.9765
"Gloucester County, VA",51073,23.0573,171.3468,22.8908,39.2967,19.0533,10.4158,5.5154,1.6045,0.3828,4.0058
"Glynn County, GA",13127,30.7568,204.9262,30.6565,34.6531,13.3286,11.9897,4.9255,3.2311,0.5123,7.1856
"Gogebic County, MI",26053,19.9824,13.4285,40.9364,37.8001,10.3842,5.7023,2.6561,0.7803,0.4887,1.6622
"Golden Valley County, MT",30037,24.8714,0.6063,39.1667,41.1111,7.2222,7.5,3.6111,0,0.5104,10.9551
"Golden Valley County, ND",38033,29.0706,1.8783,37.1298,43.508,5.0114,4.328,3.4169,2.164,0.429,3.7766
"Goliad County, TX",48175,19.2891,8.9752,26.5408,39.2142,15.678,14.2142,2.4653,0.8089,0.4791,36.0664
"Gonzales County, TX",48177,12.4542,19.749,24.3513,29.7328,17.7809,13.1407,6.1613,5.6244,0.4829,51.8276
"Goochland County, VA",51075,42.746,83.2233,24.1363,41.1083,15.6735,11.2567,4.2082,2.2722,0.4975,3.2541
"Goodhue County, MN",27049,26.6112,60.906,27.0409,36.6653,13.5586,12.271,6.5859,1.5523,0.4139,3.6734
"Gooding County, ID",16047,17.5111,20.7042,23.2924,34.803,16.498,13.0466,6.4149,3.4153,0.4134,29.7351
"Gordon County, GA",13129,15.1404,162.1916,22.3992,30.5223,18.7932,15.4686,7.8321,2.8094,0.4646,16.6574
"Goshen County, WY",56015,26.5453,5.9602,23.5467,44.7368,14.6897,8.0715,6.3629,1.0408,0.4197,11.0441
"Gosper County, NE",31073,32.7142,4.4636,32.0119,40.0396,13.776,5.4509,5.6492,1.3875,0.4242,5.0856
"Gove County, KS",20063,19.9471,2.3925,31.0008,40.6021,12.6119,4.882,6.2653,1.7901,0.4142,4.0562
"Grady County, GA",13131,13.9336,54.1648,24.7855,37.3231,13.8972,14.3542,6.1184,1.8834,0.4599,12.2431
"Grady County, OK",40051,20.9674,50.7233,20.4864,38.8254,16.7008,11.9563,7.2916,2.7069,0.4475,6.5654
"Grafton County, NH",33009,40.5665,52.7227,32.2739,40.2009,10.7018,9.9936,3.8546,1.28,0.4847,2.7852
"Graham County, AZ",4009,16.0915,8.2895,23.9038,28.3254,14.287,14.2041,7.664,5.573,0.4196,33.8815
"Graham County, KS",20065,25.2119,2.7679,38.8704,31.9767,12.1262,8.7209,3.7375,1.9934,0.4035,2.7342
"Graham County, NC",37075,12.9751,28.8184,33.2552,42.719,10.4014,7.4128,2.93,2.3733,0.4322,2.1749
"Grainger County, TN",47057,10.9587,83.0154,21.916,39.4199,17.7262,11.3136,4.9455,3.0673,0.4515,4.0227
"Grand County, CO",8049,37.5512,8.5337,29.1854,45.4926,12.6368,7.3406,3.1874,1.5293,0.4137,10.6238
"Grand County, UT",49019,28.9312,2.6683,24.2157,44.8757,12.5029,6.3909,7.4367,0.8134,0.3981,13.0816
"Grand Forks County, ND",38035,35.7585,49.5354,34.5539,34.9605,12.6497,10.5377,4.1604,1.6451,0.4716,4.779
"Grand Isle County, VT",50013,41.6307,85.9452,25.8522,43.7057,15.1873,8.0324,5.0962,0.9112,0.444,2.2472
"Grand Traverse County, MI",26055,37.7275,201.1172,26.3152,40.5305,12.8423,12.2142,4.0904,2.4605,0.448,3.341
"Granite County, MT",30039,28.4142,1.9512,42.402,38.5621,7.5163,6.4542,2.1242,2.2059,0.4972,2.4629
"Grant County, AR",5053,18.4433,28.7285,22.8168,35.122,14.2605,14.9515,8.2182,2.3375,0.4471,3.8951
"Grant County, IN",18053,17.9712,157.3335,29.1964,34.6944,13.8065,11.9048,6.8131,1.9975,0.4197,4.8795
"Grant County, KS",20067,12.9282,12.7712,23.2085,45.7248,16.5309,6.5554,5.4153,0.855,0.4129,48.6174
"Grant County, KY",21081,13.7369,97.3613,21.2198,36.6794,15.5125,13.2571,7.2215,3.9072,0.4284,3.424
"Grant County, MN",27051,18.634,10.8015,28.9166,39.1468,12.3065,10.0793,7.0215,0.5663,0.4572,2.9069
"Grant County, ND",38037,17.9517,1.4266,37.1183,38.0725,6.6794,7.5382,3.5305,5.0573,0.5088,0.845
"Grant County, NE",31075,29.7118,0.8985,24.6479,40.1408,13.3803,10.5634,1.4085,7.3944,0.4428,0
"Grant County, NM",35017,28.467,6.7997,35.4415,37.4481,10.4394,8.9662,3.3443,2.0913,0.504,51.4832
"Grant County, OK",40053,23.978,4.3268,32.9246,40.5886,10.6683,6.0699,5.886,1.5328,0.391,5.7275
"Grant County, OR",41023,19.0709,1.5747,33.564,41.1188,10.842,8.1892,2.5087,2.451,0.441,3.9972
"Grant County, SD",46051,22.3695,10.4645,27.6947,39.2835,11.9938,14.5794,4.3302,0.6231,0.4261,5.0344
"Grant County, WA",53025,18.2716,36.3329,22.1458,31.929,14.1506,12.1181,10.1081,5.21,0.4212,42.8385
"Grant County, WI",55043,24.3818,45.2881,28.2127,37.1414,12.3805,12.1759,5.6712,1.9944,0.4089,1.958
"Grant County, WV",54023,14.8318,24.0735,34.4141,35.9327,11.4714,7.3056,4.9867,4.3915,0.4102,1.079
"Grant Parish, LA",22043,8.6382,34.7078,32.6965,36.5903,15.1961,8.0502,4.1855,2.5667,0.4394,4.987
"Granville County, NC",37077,24.7179,112.4436,22.9461,35.2831,17.3794,15.2001,7.1122,1.0167,0.4298,8.6611
"Gratiot County, MI",26057,15.221,71.0052,28.8353,36.0655,12.8632,13.1852,5.3569,1.8798,0.4555,6.4969
"Graves County, KY",21083,16.7231,67.2381,34.5544,33.2751,12.59,10.8284,4.5229,3.1667,0.4863,7.7765
"Gray County, KS",20069,20.8631,6.924,25.3346,39.5016,8.0757,9.4601,9.1371,5.0761,0.389,16.6057
"Gray County, TX",48179,13.6401,23.9942,28.6924,33.2769,14.7434,10.8752,5.4702,4.8841,0.4563,31.416
"Grays Harbor County, WA",53027,16.8598,38.4714,29.5721,35.8397,14.3146,9.5968,5.191,2.5955,0.4463,10.7817
"Grayson County, KY",21085,11.0323,52.7296,26.5401,36.2477,13.8042,12.8811,3.6922,4.47,0.4537,2.0674
"Grayson County, TX",48181,20.5818,144.5757,28.4076,32.7946,15.4826,12.4082,6.4379,2.8221,0.4467,14.1193
"Grayson County, VA",51077,15.1745,36.194,32.6589,40.9263,12.5198,7.319,2.3396,1.6914,0.4515,4.065
"Greeley County, KS",20071,27.7551,1.4979,35.5513,29.4677,14.8289,12.5475,2.8517,2.8517,0.3982,25.1286
"Greeley County, NE",31077,17.8812,4.1066,32.5313,35.0337,10.1059,12.0308,3.3686,3.7536,0.4146,2.6068
"Green County, KY",21087,14.275,38.0634,31.6126,35.9525,13.979,12.106,2.9922,1.7816,0.4842,1.1572
"Green County, WI",55045,24.1015,62.9268,29.1007,36.7616,13.1593,12.5461,4.7864,1.991,0.4157,3.7277
"Green Lake County, WI",55047,21.0634,53.2179,29.7816,38.6546,13.1903,8.8981,4.3298,1.8825,0.4154,5.3865
"Greenbrier County, WV",54025,20.7574,34.2729,33.3047,37.1174,14.7823,9.0567,3.4894,1.4248,0.4589,2.7552
"Greene County, AL",1063,11.5371,12.5977,47.6639,27.6349,11.4813,9.5618,0.6882,0.5433,0.5115,2.9322
"Greene County, AR",5055,16.3387,79.233,21.0869,35.5738,20.6023,12.1156,6.8251,1.6673,0.4261,3.6878
"Greene County, GA",13133,27.5384,45.8516,27.2454,45.0314,12.4761,9.555,2.6618,1.5561,0.5604,6.526
"Greene County, IA",19073,19.7337,15.5192,30.1318,43.7912,7.1211,7.3239,4.9671,1.85,0.395,3.4389
"Greene County, IL",17061,13.1931,23.8399,29.4041,36.6796,13.7522,13.9033,3.2815,0.8204,0.4204,1.2514
"Greene County, IN",18055,15.5738,58.6339,26.0539,35.8934,13.4462,14.9885,5.2677,1.9378,0.4064,1.8015
"Greene County, MO",29077,30.3762,434.0891,31.9132,36.4256,13.9765,9.8225,4.406,2.0352,0.4692,4.2319
"Greene County, MS",28041,10.2548,18.7558,25.8065,41.2698,13.5177,11.4439,4.3779,1.8433,0.4195,1.3615
"Greene County, NC",37079,11.4401,77.9988,25.1283,35.2851,16.8309,12.5711,5.5363,3.5382,0.4398,15.2944
"Greene County, NY",36039,22.3931,72.5491,37.3352,33.9894,13.4371,8.0456,3.4174,1.7415,0.4526,6.7219
"Greene County, OH",39057,39.6287,405.1329,27.4449,36.3951,14.4382,13.0886,4.9573,2.1701,0.4448,3.312
"Greene County, PA",42059,18.0882,63.0751,28.0737,37.8399,13.3853,12.1671,4.745,1.9193,0.4453,1.3241
"Greene County, TN",47059,17.0767,110.7304,28.2462,37.8239,15.9727,10.1543,3.9876,2.1005,0.4777,3.4372
"Greene County, VA",51079,31.5057,127.157,24.8891,36.6745,16.0532,12.7121,4.32,1.514,0.3836,7.1212
"Greenlee County, AZ",4011,13.9812,5.3411,21.1765,31.5103,16.6296,14.4356,10.2385,0.9857,0.3805,46.4173
"Greensville County, VA",51081,9.4406,38.7702,35.0732,30.5193,14.3808,9.2676,4.1811,2.5033,0.4139,1.7037
"Greenup County, KY",21089,17.008,101.837,21.9698,40.5607,15.5068,12.3508,6.0388,1.8332,0.4622,1.4795
"Greenville County, SC",45045,35.3223,665.7878,28.0307,34.5623,15.6379,12.315,5.953,2.1787,0.4671,9.6621
"Greenwood County, KS",20073,21.3527,5.1806,32.1101,33.2844,10.3853,10.9358,6.4954,1.6514,0.4585,4.9299
"Greenwood County, SC",45047,24.2133,155.5386,28.0107,35.6158,18.4898,7.6052,6.5228,2.1611,0.4785,6.2381
"Greer County, OK",40055,12.7062,8.9851,33.553,21.3887,16.1683,11.404,8.1095,8.2108,0.4345,11.821
"Gregg County, TX",48183,21.2745,452.3219,27.8252,32.5331,15.842,12.9924,6.4017,1.8561,0.4685,20.1066
"Gregory County, SD",46053,21.8482,4.1076,33.6723,37.6271,7.3446,11.8644,5.5932,1.2994,0.4588,1.0794
"Grenada County, MS",28043,22.3982,49.4454,30.7632,32.6655,17.8973,7.8568,6.1796,3.1405,0.4692,1.0157
"Griggs County, ND",38039,30.065,3.3359,41.2193,37.0337,7.3703,8.7352,4.9136,0.273,0.4489,0.8037
"Grimes County, TX",48185,17.009,36.1018,23.4789,36.8665,15.0468,10.8364,7.9919,1.9641,0.49,25.1328
"Grundy County, IA",19075,30.7017,24.4214,25.7629,38.7715,11.2676,13.126,6.0055,3.971,0.4184,1.5747
